title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,sell_through_rate,demand_tier,revenue_proxy_usd,log_sold,log_revenue_proxy,sqrt_available,resolution_class,has_night_vision,has_color_night,has_wide_angle,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score
3 Pack Eufy SoloCam S230 2K Outdoor Solar Wireless Security Cameras Night Vision,Eufy,T8124R,194644036287,Camera,Security Cameras,Eufy (Anker),Premium Consumer,New,5,179.95,359.9,50.0,179.95,1,Mid-Range ($75–$200),5.198221,,169.0,10.0,0.9441,High Demand,30411.55,5.135798,10.322611,3.1623,2K/2MP,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,3,3,82.01,Seller_377,Brooklyn,NY,United States,168,11,0.9385,0,9.0,97.5
Google NEST Cam IQ Indoor Smart 1080P HD Security Camera A0053 NC3100US Nice,Google Nest,,,Camera,IP/Smart Camera Systems,Google Nest,Premium Consumer,New,5,71.98,79.98,10.0,8.0,1,Value ($25–$75),4.290185,,950.0,10.0,0.9896,High Demand,68381.0,6.857514,11.132865,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,65.59,Seller_294,Stafford,TX,United States,162,60,0.7297,0,85.0,76.7
ANNKE 12MP 8CH NVR 5MP Two Way Audio POE Security IP Camera System Color Night,Annke,N98PBK-51HJ,,Turret Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,114.39,,0.0,0.0,0,Mid-Range ($75–$200),4.748318,14.3,142.0,100.0,0.5868,Medium Demand,16243.38,4.962845,9.695502,10.0,5MP,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,8.0,1,4,52.9,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,7.0,98.1
QOLSYS iQ4 iQP4 Panel 4 PowerG S-line GE LTE 319.5 MHz VERIZON LTE ALARM SYSTEM,Qolsys,IQP4017,,Panel,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,279.0,,0.0,0.0,0,Premium ($200–$500),5.63479,,116.0,5.0,0.9587,Medium Demand,32364.0,4.762174,10.384833,2.2361,Unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,67.93,Seller_378,Sacramento,California,United States,1,24,0.04,1,5.0,98.6
Google Nest Magnet Mount Adapter for Nest Cam Outdoor Camera NC2100ES,Google Nest,,,Mount/Bracket,Security Camera Brackets & Mounts,Google Nest,Premium Consumer,Open Box,4,27.99,,0.0,0.0,0,Value ($25–$75),3.366951,,194.0,10.0,0.951,High Demand,5430.06,5.273,8.59989,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,65.49,Seller_19,Canoga Park,CA,United States,182,28,0.8667,0,31.0,91.5
Wyze Cam v4 - 2.5K QHD Indoor/Outdoor WiFi Smart Security Camera,Wyze,,,Camera,Uncategorized,Wyze,Value,New,5,29.0,,0.0,0.0,0,Value ($25–$75),3.401197,,138.0,10.0,0.9324,Medium Demand,4002.0,4.934474,8.294799,3.1623,720P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,1,66.55,Seller_379,,,,0,0,,0,9.0,97.5
4-Pin Power Supply Adapter for Swann NVR-8580 8 Channel Network Video Recorder,Unknown,,,Cable/Accessory,Surveillance Dvrs & Nvrs,Swann,Generic/Unknown,New,5,29.88,,0.0,0.0,0,Value ($25–$75),3.430109,3.74,40.0,18.0,0.6897,Medium Demand,1195.2,3.713572,7.086905,4.2426,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,57.11,Seller_211,,,,0,0,,0,6.0,98.4
64ch NVR 8MP/4K/32MP  support 4HDDs,Unknown,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Generic/Unknown,New,5,669.0,,0.0,0.0,0,High-End ($500–$1.5K),6.507278,10.45,,2.0,0.0,No Sales Data,0.0,0.0,0.0,1.4142,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64.0,1,1,0.0,Seller_172,,,,0,0,,0,,
ANNKE 8CH 1080P H.265+ Security Camera System 3K Lite CCTV DVR Outdoor AI Kits,Annke,DW81KT-51EP/T1GK,,Bullet / Dome,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,108.03,,0.0,0.0,0,Mid-Range ($75–$200),4.691623,13.5,53.0,100.0,0.3464,Medium Demand,5725.59,3.988984,8.652876,10.0,3MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,1,43.53,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,4.0,98.9
"AOSU Solar Security Cameras Outdoor Wireless,4 Cam-Kit,2K Color Night Vision",Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,234.99,,0.0,0.0,0,Premium ($200–$500),5.463789,,9.0,10.0,0.4737,Low Demand,2114.91,2.302585,7.65724,3.1623,2K/2MP,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,4,48.62,Seller_380,La Puente,CA,United States,168,11,0.9385,0,4.0,98.9
Mobotix Q25 360 Degree IP Security Camera,Mobotix,,,Camera,Security Cameras,Other/Generic,Other Brand,Used,2,100.0,,0.0,0.0,0,Mid-Range ($75–$200),4.615121,,,5.0,0.0,No Sales Data,0.0,0.0,0.0,2.2361,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.0,Seller_381,Warrenton,Virginia,United States,1,11,0.0833,1,,
GeoVision gv-vs04h 4-Channel Network PoE Video Server For Cameras - Powers On,Geovision,,,Network Video Server,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,For Parts,1,160.0,,0.0,0.0,0,Mid-Range ($75–$200),5.081404,40.0,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1,0,0.0,Seller_382,Harvard,IL,United States,168,11,0.9385,0,,
ANNKE 8/16/32CH 1080P/5MP Lite 5in1 DVR Video Recorder For CCTV Security Camera,Annke,AU-DT61BS000/DW61LN/DW81KN/DX31NB,,DVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,59.39,,0.0,0.0,0,Value ($25–$75),4.100824,1.86,158.0,95.0,0.6245,Medium Demand,9383.62,5.068904,9.146827,9.7468,5MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32.0,1,1,53.09,Seller_29,,,,0,0,,0,23.0,93.7
"3-pack Genuine OEM A-4a Batteries for Arlo Ultra Ultra 2, Arlo Pro 3, Arlo Pro 4",Arlo,VMA5400-10000S,,Cable/Accessory,Accessories,Arlo,Premium Consumer,Used,2,24.99,,0.0,0.0,0,Budget (<$25),3.257712,,58.0,10.0,0.8529,Medium Demand,1449.42,4.077537,7.279608,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,63.97,Seller_91,Sun Valley,California,United States,1,14,0.0667,1,2.0,99.5
5X SimpliSafe Indoor Camera Wi-Fi HD Security Camera SSCM1 & Wall Charger W/cord,Simplisafe,SSCM1,843261112378,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,Open Box,4,109.95,,0.0,0.0,0,Mid-Range ($75–$200),4.70908,,225.0,10.0,0.9574,High Demand,24738.75,5.420535,10.116167,3.1623,720P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,67.82,Seller_383,Anaheim,CA,United States,168,11,0.9385,0,6.0,98.4
Wireless Home Window Door Burglar Security Alarm System Magnetic Sensor Lot,Unknown,,,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Generic/Unknown,New,5,4.78,5.98,20.07,1.2,1,Budget (<$25),1.754404,,12.0,2.0,0.8571,Medium Demand,57.36,2.564949,4.066631,1.4142,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,69.64,Seller_384,Philadelphia,PA,United States,168,11,0.9385,0,8.0,97.8
BLINK SYSTEM SYNC MODULE XR SYSTEM HUB (CAMERA NOT INCLUDED) *NEW in RETAIL BOX*,Blink,,,Sync Module,Security Cameras,Blink (Amazon),Premium Consumer,New,5,59.99,,0.0,0.0,0,Value ($25–$75),4.11071,,15.0,4.0,0.7895,Medium Demand,899.85,2.772589,6.803339,2.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,61.25,Seller_237,Flushing,NY,United States,168,11,0.9385,0,4.0,98.9
SimpliSafe Wired Wi-Fi video Doorbell Pro 1080p HD Smart security Camera White,Simplisafe,,,Doorbell Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,67.68,139.35,51.43,71.67,1,Value ($25–$75),4.229458,,80.0,8.0,0.9091,Medium Demand,5414.4,4.394449,8.597002,2.8284,1080P,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,1,81.64,Seller_199,Chino,CA,United States,168,13,0.9282,0,2.0,99.5
48V Power Supply Adapter for Amcrest NV4108E CCTV NVR Video Recorder,Unknown,,,Cable/Accessory,Surveillance Dvrs & Nvrs,Amcrest,Generic/Unknown,New,5,29.88,,0.0,0.0,0,Value ($25–$75),3.430109,,16.0,18.0,0.4706,Medium Demand,478.08,2.833213,6.171868,4.2426,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,48.34,Seller_211,King,North Carolina,United States,1,26,0.037,1,6.0,98.4
ARCCTV Solar Security Camera System Wireless wifi Battery Powered 4MP Outdoor,Arcctv,AR-K04W2L7H-B360,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,219.99,,0.0,0.0,0,Premium ($200–$500),5.398117,,59.0,10.0,0.8551,Medium Demand,12979.41,4.094345,9.471197,3.1623,4MP,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,49.5,Seller_196,Walton,Kentucky,United States,1,20,0.0476,1,179.0,51.0
Aosu Solar-Powered Wireless Security Camera Kit SolarCam P1 Max System,Aosu,,6977118370568,Security Camera Kit,Security Cameras,Other/Generic,Other Brand,New,5,399.99,,0.0,0.0,0,Premium ($200–$500),5.993936,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,0.0,Seller_385,Arcadia,California,United States,2,220,0.009,0,,
"Hiseeu 3MP PTZ IP Security Camera System,5G Wifi 16CH NVR,Night Vision,Eseecloud",Hiseeu,WK-4HDA03-EG,,Complete System,Cctv Systems,Other/Generic,Other Brand,New,5,145.99,162.21,10.0,16.22,1,Mid-Range ($75–$200),4.990365,9.12,43.0,15.0,0.7414,Medium Demand,6277.57,3.78419,8.744898,3.873,3MP,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,16.0,1,4,62.24,Seller_125,Annapolis Junction,Maryland,United States,1,28,0.0345,1,5.0,98.6
Aosu 3MP Security Camera Indoor No Subscription wifi cam Smart Motion Tracking,Aosu,,,Camera,Security Cameras,Other/Generic,Other Brand,Certified Refurbished,3,29.99,,0.0,0.0,0,Value ($25–$75),3.433665,,2.0,10.0,0.1667,Low Demand,59.98,1.098612,4.110546,3.1623,3MP,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,1,2,34.03,Seller_229,Chino,California,United States,1,28,0.0345,1,32.0,91.2
ANNKE 1080P Home Security Camera System 3K Lite 8CH DVR Outdoor Color Night AI,Annke,DW81KT-T1GK-51EP-51EF-T1GJ,,Cctv Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,109.49,,0.0,0.0,0,Mid-Range ($75–$200),4.704925,13.69,31.0,10.0,0.7561,Medium Demand,3394.19,3.465736,8.130115,3.1623,3MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,3,59.91,Seller_74,Flanders,NJ,United States,161,61,0.7252,0,4.0,98.9
4 PACK 60ft BNC Cables for CCTV Security Camera DVR System w/ BNC FF Connectors,Chargio,BNC Cable,704537716990,Other,Accessories,Other/Generic,Other Brand,New,5,19.99,,0.0,0.0,0,Budget (<$25),3.044046,,36.0,20.0,0.6429,Medium Demand,719.64,3.610918,6.58014,4.4721,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,4,1,55.57,Seller_1,Carrollton,TX,United States,168,13,0.9282,0,2.0,99.5
2K Solar Battery Powered Wifi Outdoor  Home Security Camera System Wireless,Camoon,,6901425854602,Solar Security Camera,Security Cameras,Other/Generic,Other Brand,New,5,108.56,,0.0,0.0,0,Mid-Range ($75–$200),4.696472,,22.0,39.0,0.3607,Medium Demand,2388.32,3.135494,7.778764,6.245,2K/2MP,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,43.53,Seller_241,Chino,CA,United States,162,59,0.733,0,11.0,97.0
New Opticom QS4-8 Color Quad Processor Module 8-Channel NTSC,Opticom,,,Box Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,100.0,,0.0,0.0,0,Mid-Range ($75–$200),4.615121,12.5,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0,1,0,23.25,Seller_386,Portland,OR,United States,192,11,0.9458,0,82.0,77.5
Camera Junction Box Mount Bracket for Security Cameras - 10 Pack,Unknown,W2225147XLZ8PEZ,,Security Camera Junction Box,Accessories,Other/Generic,Generic/Unknown,New,5,49.99,,0.0,0.0,0,Value ($25–$75),3.93163,,35.0,10.0,0.7778,Medium Demand,1749.65,3.583519,7.467742,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,10,0,31.11,Seller_287,Maspeth,NY,United States,170,11,0.9392,0,,
ClearView Digital Video recorder Panther5-16,Clearview,,,Video Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,158.1,,0.0,0.0,0,Mid-Range ($75–$200),5.069533,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,29.58,Seller_387,Elkhart,IN,United States,162,58,0.7364,0,5.0,98.6
8ch NVR 4108-8P-4KS3  8POE,Unknown,,,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Generic/Unknown,New,5,190.0,,0.0,0.0,0,Mid-Range ($75–$200),5.252273,23.75,3.0,7.0,0.3,Low Demand,570.0,1.386294,6.347389,2.6458,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.0,1,1,12.0,Seller_388,,,,0,0,,0,,
NEW Ring Outdoor Cam (Stick Up Cam) Weather-Resistant Outdoor Camera White,Ring,,,Ring Outdoor Cam,Security Cameras,Ring (Amazon),Premium Consumer,New,5,66.98,,0.0,0.0,0,Value ($25–$75),4.219214,,115.0,10.0,0.92,Medium Demand,7702.7,4.75359,8.949456,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,66.47,Seller_389,Whippany,NJ,United States,162,60,0.7297,0,4.0,98.9
Tyco Exacq 940-00122 RevB Input/Output Board,Tyco,,,Exacq,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,100.0,,0.0,0.0,0,Mid-Range ($75–$200),4.615121,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,Seller_390,Massillon,OH,United States,168,11,0.9385,0,,
SANNCE 4x 100ft Video Power Cable BNC RCA Wire for Security Camera System XCL038,Annke,XCL038,,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,24.99,,0.0,0.0,0,Budget (<$25),3.257712,,1144.0,10.0,0.9913,High Demand,28588.56,7.04316,10.260797,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,69.17,Seller_29,Flanders,NJ,United States,162,60,0.7297,0,6.0,98.4
Lot 10 Ecolink WST-232 Honeywell Compatible Wireless Door/Window Sensors 345 Mhz,Ecolink,WST-232,808226371665,Window Sensor,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,64.0,,0.0,0.0,0,Value ($25–$75),4.174387,,71.0,10.0,0.8765,Medium Demand,4544.0,4.276666,8.421783,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,64.25,Seller_391,Greenwood,Indiana,United States,168,11,0.9385,0,10.0,97.3
BLINK SYSTEM SYNC MODULE CORE (2025 VERSION) (CAMERA NOT INCLUDED) *BRAND NEW!!,Blink,,,Sync Module,Security Cameras,Blink (Amazon),Premium Consumer,Open Box,4,24.99,,0.0,0.0,0,Budget (<$25),3.257712,,64.0,10.0,0.8649,Medium Demand,1599.36,4.174387,7.377984,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,50.62,Seller_237,Flushing,New York,United States,168,11,0.9385,0,170.0,53.4
75ft CCTV Surveillance Security Camera DVR Video Power BNC Cable Wire Cord Black,Unknown,,,Cable/Accessory,Accessories,Other/Generic,Generic/Unknown,New,5,10.99,,0.0,0.0,0,Budget (<$25),2.484073,,210.0,10.0,0.9545,High Demand,2307.9,5.351858,7.744526,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,40.16,Seller_392,Warminster,Pennsylvania,United States,164,50,0.7664,0,341.0,6.6
✅ Wyze Cam Floodlight Pro 3000 Lumen LEDs 180° Wide View 2K HD Outdoor  ✅,Wyze,WYZECFLPBL,810083472119,Audio Intercom,Security Cameras,Wyze,Value,Excellent Refurbished,3,58.0,,0.0,0.0,0,Value ($25–$75),4.077537,,103.0,1.0,0.9904,Medium Demand,5974.0,4.644391,8.695339,1.0,2K/2MP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,0,69.38,Seller_393,Miami,Florida,United States,168,11,0.9385,0,3.0,99.2
Lorex Fusion 4K 16 Bullet Camera Capable 2TB Wired NVR System with 6 Cameras,Lorex,N847A62-8AB6-E,695529055633,Bullet Camera,IP/Smart Camera Systems,Lorex,Prosumer,New,5,799.99,1099.99,27.27,300.0,1,High-End ($500–$1.5K),6.685848,,6.0,50.0,0.1071,Low Demand,4799.94,1.94591,8.476567,7.0711,4K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,1,42.22,Seller_394,North Brunswick,New Jersey,United States,161,28,0.8519,0,3.0,99.2
ANNKE 5MP Audio POE Security Camera System 8CH/16CH 12MP NVR Outdoor Color Night,Annke,N48PAW/N46PCK-51EM/51EL/51EN/51EH/51EG,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,231.69,,0.0,0.0,0,Premium ($200–$500),5.449707,28.96,235.0,10.0,0.9592,High Demand,54447.15,5.463832,10.905004,3.1623,5MP,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,3,68.04,Seller_74,Hebron,Kentucky,United States,161,61,0.7252,0,4.0,98.9
ANRAN 4G LTE Cellular Solar Battery Security Camera Outdoor Wireless Home IP65,Anran,N30W1572,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,39.99,,0.0,0.0,0,Value ($25–$75),3.713328,,15.0,10.0,0.6,Medium Demand,599.85,2.772589,6.398345,3.1623,Unknown,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,53.43,Seller_87,Perth Amboy,New Jersey,United States,1,147,0.0068,1,7.0,98.1
SimpliSafe Wireless Outdoor Security Camera 1080P Guard Motion CMOB1 White,Simplisafe,,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,109.77,229.55,52.18,119.78,1,Mid-Range ($75–$200),4.707456,,13.0,8.0,0.619,Medium Demand,1427.01,2.639057,7.264037,2.8284,1080P,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,70.26,Seller_199,Walnut,California,United States,168,13,0.9282,0,2.0,99.5
SANNCE 16CH 5IN1 DVR 1080P Home Security Camera System Outdoor IR Night Vision,Sannce,DT61BH-51EE,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,114.39,,0.0,0.0,0,Mid-Range ($75–$200),4.748318,7.15,369.0,100.0,0.7868,High Demand,42209.91,5.913503,10.650434,10.0,1080P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,16.0,1,2,60.81,Seller_29,Flanders,New Jersey,United States,162,60,0.7297,0,8.0,97.8
SANNCE 8MP POE Security IP Camera PTZ 20x Zoom Two Way Audio Color Night Vision,Sannce,I91EM,,Dome Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,139.79,,0.0,0.0,0,Mid-Range ($75–$200),4.947269,,1.0,30.0,0.0323,Low Demand,139.79,0.693147,4.947269,5.4772,8MP,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,31.14,Seller_29,Flanders,New Jersey,United States,162,60,0.7297,0,2.0,99.5
Ring Chime 3rd Gen Enhanced Audio Real-Time Alerts Home Security NEW In Box,Ring,B0FBC8ZWDH,840414663411,Audio Alerts,Security Cameras,Ring (Amazon),Premium Consumer,New,5,26.0,,0.0,0.0,0,Value ($25–$75),3.295837,,1.0,1.0,0.5,Low Demand,26.0,0.693147,3.295837,1.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,20.0,Seller_395,Pahrump,Nevada,United States,168,11,0.9385,0,,
"EDISHINE 240 Degree Motion Sensor,  Motion Sensor for Security Floodlight, Brown",Edishine,,,Replacement Motion Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,Open Box,4,14.99,,0.0,0.0,0,Budget (<$25),2.771964,,103.0,10.0,0.9115,Medium Demand,1543.97,4.644391,7.34276,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,66.22,Seller_80,Edison,New Jersey,United States,1,28,0.0345,1,3.0,99.2
GE Interlogix TX-1510-01-1 Wireless DesignLine Recessed Door/Window Sensor New!,GE,,,Transmitter,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,18.0,,0.0,0.0,0,Budget (<$25),2.944439,,2.0,10.0,0.1667,Low Demand,36.0,1.098612,3.610918,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,6.67,Seller_396,Maryville,Tennessee,United States,168,11,0.9385,0,,
ANRAN Solar Battery Powered Wireless Security Camera System Outdoor Home Wifi IP,Anran,N30W1599,,Dome Camera,Security Cameras,Other/Generic,Other Brand,New,5,49.99,,0.0,0.0,0,Value ($25–$75),3.93163,,32.0,10.0,0.7619,Medium Demand,1599.68,3.496508,7.378184,3.1623,Unknown,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,60.15,Seller_397,Perth Amboy,New Jersey,United States,1,143,0.0069,1,4.0,98.9
1/2/3/4 Security Wall Mount Holder Outdoor/Indoor for Wyze Cam Pan Camera System,Wowpartspro,,,Wall Mount For Security Camera,Security Cameras,Wyze,Other Brand,New,5,9.01,,0.0,0.0,0,Budget (<$25),2.303585,,373.0,2.0,0.9947,High Demand,3360.73,5.924256,8.120211,1.4142,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,1,0,69.64,Seller_398,Whippany,New Jersey,United States,1,48,0.0204,1,2.0,99.5
Kamtron Wireless IP Security Camera In White - Brand New In Box,Kamtron,826,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,40.0,,0.0,0.0,0,Value ($25–$75),3.713572,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.0,Seller_399,Brandy Station,Virginia,United States,1,11,0.0833,1,,
Technicolor 212 Video Recorder Untested for Parts - A2000,Technicolor,,,Video Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,For Parts,1,98.84,,0.0,0.0,0,Mid-Range ($75–$200),4.603569,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,Seller_400,Torrance,California,United States,168,11,0.9385,0,,
5MP Outdoor WIFI Security Camera For Hiseeu 8CH Wireless Security Camera System,Hiseeu,HISTZHB612EEU,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,37.99,39.99,5.0,2.0,1,Value ($25–$75),3.663305,4.75,152.0,10.0,0.9383,Medium Demand,5774.48,5.030438,8.661377,3.1623,5MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.0,1,1,68.88,Seller_55,Jersey City,New Jersey,United States,1,28,0.0345,1,2.0,99.5
1 to 4 Way Channel DC Power Splitter Adapter Cable Cord for CCTV Security Camera,Unbranded/Generic,270044F,649722501763,Splitter Cable,Accessories,Other/Generic,Other Brand,New,5,6.99,,0.0,0.0,0,Budget (<$25),2.078191,,144.0,10.0,0.9351,Medium Demand,1006.56,4.976734,6.915287,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,37.4,Seller_180,Springdale,Arkansas,United States,163,45,0.7837,0,814.0,0.0
8MP PoE IP B&R Strobe Light Full Color Night Vision Camera Metal Housing 2.8mm,Unknown,,,Dome Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,43.95,,0.0,0.0,0,Value ($25–$75),3.805551,,40.0,39.0,0.5063,Medium Demand,1758.0,3.713572,7.472501,6.245,8MP,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,48.45,Seller_59,Arlington Heights,Illinois,United States,162,19,0.895,0,22.0,94.0
