title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,sell_through_rate,demand_tier,revenue_proxy_usd,log_sold,log_revenue_proxy,sqrt_available,resolution_class,has_night_vision,has_color_night,has_wide_angle,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score
Skyworth H80 Pro 4K 8MP Indoor Security Camera 2.4 & 5 Ghz Pet Baby Monitor PTZ,Skyworth,LC2203,6935085302272,Ptz,Security Cameras,Other/Generic,Other Brand,New,5,52.49,69.99,25.0,17.5,1,Value ($25–$75),3.979495,,3.0,10.0,0.2308,Low Demand,157.47,1.386294,5.065565,3.1623,4K,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,43.19,Seller_169,Walnut,California,United States,1,11,0.0833,1,43.0,88.2
Verint BA32 TBR EdgeVR300 NVR with 4x16TB HDD and RAID1 Storage G2U,Verint,BA-32 TBR,Do Not Apply,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,370.0,500.0,26.0,130.0,1,Premium ($200–$500),5.916202,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,34.77,Seller_170,Morristown,Tennessee,United States,1,26,0.037,1,37.0,89.9
ANNKE 5MP Lite 8CH DVR 1080P Color Night Security Camera System Human Detection,Annke,AU-DW81KN-51EF,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,67.19,79.99,16.0,12.8,1,Value ($25–$75),4.222298,8.4,8.0,10.0,0.4444,Low Demand,537.52,2.197225,6.288825,3.1623,5MP,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8.0,1,4,50.36,Seller_14,Flanders,NJ,United States,161,61,0.7252,0,27.0,92.6
Amcrest 4K (8MP) IP POE Camera UltraHD Outdoor Bullet IP8M-2496EW-AI-V3 Warranty,Amcrest,IP8M-2496EW-AI-V3,850007530198,Bullet Camera,Uncategorized,Amcrest,Prosumer,Used,2,96.99,,0.0,0.0,0,Mid-Range ($75–$200),4.584865,,1.0,10.0,0.0909,Low Demand,96.99,0.693147,4.584865,3.1623,4K,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,32.98,Seller_171,Houston,TX,United States,162,21,0.8852,0,8.0,97.8
PFB2203W Waterproof Wall Mount Bracket for Security IP Dome Camera,Unknown,,,Mount/Bracket,Security Camera Brackets & Mounts,Other/Generic,Generic/Unknown,New,5,13.99,,0.0,0.0,0,Budget (<$25),2.707383,,415.0,10.0,0.9765,High Demand,5805.85,6.030685,8.666794,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,66.6,Seller_172,Monterey Park,CA,United States,170,11,0.9392,0,30.0,91.8
Wireless Doorbell Plug in & Play Waterproof Door Bell Kit LED 1000ft 39 Chimes,Herphia,,,Wireless Doorbell,Security Cameras,Other/Generic,Other Brand,New,5,8.99,,0.0,0.0,0,Budget (<$25),2.301585,,76.0,10.0,0.8837,Medium Demand,683.24,4.343805,6.528309,3.1623,Unknown,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,1,1,64.6,Seller_173,Bordentown,NJ,United States,162,59,0.733,0,9.0,97.5
4 Pack Wall Camera Mount Bracket Indoor Outdoor for Arlo Pro Security Adjustable,Htwon,,,Mount/Bracket,Accessories,Arlo,Other Brand,New,5,10.95,,0.0,0.0,0,Budget (<$25),2.480731,,119.0,10.0,0.9225,Medium Demand,1303.05,4.787492,7.17323,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,4,0,66.66,Seller_174,Piscataway,NJ,United States,163,59,0.7342,0,3.0,99.2
Ring Floodlight Cam Plus Outdoor Wired 1080p FHD Surveillance Camera - White,Ring,B08F6GPQQ7,840080598574,Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,105.0,,0.0,0.0,0,Mid-Range ($75–$200),4.663439,,1.0,1.0,0.5,Low Demand,105.0,0.693147,4.663439,1.0,1080P,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,1,0,20.0,Seller_175,Carmel,Indiana,United States,2,219,0.009,0,,
Ubiquiti UNVR-Instant Network Video Recorder (Non-Kit Version),Ubiquiti Networks,UNVR-Instant-US,810177163602,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,249.99,,0.0,0.0,0,Premium ($200–$500),5.525413,,4.0,4.0,0.5,Low Demand,999.96,1.609438,6.908715,2.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,0,43.25,Seller_52,Richardson,Texas,United States,1,27,0.0357,1,82.0,77.5
eufy Home Alarm System Motion Sensor 30ft Detect Adjustable Sensor|Refurb,Eufy,AK-T8910,649661207733,Motion Sensor,Sensors & Motion Detectors,Eufy (Anker),Premium Consumer,Certified Refurbished,3,19.99,,0.0,0.0,0,Budget (<$25),3.044046,,37.0,52.0,0.4157,Medium Demand,739.63,3.637586,6.607501,7.2111,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,0,46.48,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
ZOSI ZG2615E 5MP Add-on PoE IP Camera Bullet Camera IP66 Night Vision with Cable,Zosi,,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,151.99,189.99,20.0,38.0,1,Mid-Range ($75–$200),5.030373,,37.0,10.0,0.7872,Medium Demand,5623.63,3.637586,8.63491,3.1623,5MP,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,65.75,Seller_35,City of Industry,CA,United States,1,20,0.0476,1,21.0,94.2
InVid Tech PD1B-32NH 32 Channel DVR Black HDMI VGA USB Ethernet BNC 110-240V,Invid Tech,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,123.5,,0.0,0.0,0,Mid-Range ($75–$200),4.824306,3.86,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,32.0,1,1,0.0,Seller_176,Toms River,New Jersey,United States,1,11,0.0833,1,,
"Bosch VG4-A-PA0 Autodome Security Camera Pendant Arm Power Box, 24 VAC Sealed",Bosch,VG4-A-PA0,0800549669511,Pendant Arm Power Box,Uncategorized,Other/Generic,Premium Enterprise,New,5,60.0,,0.0,0.0,0,Value ($25–$75),4.110874,,2.0,8.0,0.2,Low Demand,120.0,1.098612,4.795791,2.8284,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,34.79,Seller_177,Houston,TX,United States,167,11,0.9382,0,39.0,89.3
Ring Wired Doorbell Pro (3rd Gen) Retinal 4K New+ Sealed,Ring,B0F151GFYR,840414665354,Doorbell Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,148.0,,0.0,0.0,0,Mid-Range ($75–$200),5.003946,,4.0,10.0,0.2857,Low Demand,592.0,1.609438,6.385194,3.1623,4K,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,40.86,Seller_21,New Orleans,LA,United States,162,20,0.8901,0,7.0,98.1
AOSU Security Cam P1 LITE 2K Wi-Fi Security 2-Camera Model: C4L2CA11 Open Box,Aosu,C4L2CA11,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,29.9,,0.0,0.0,0,Value ($25–$75),3.430756,,11.0,10.0,0.5238,Medium Demand,328.9,2.484907,5.79879,3.1623,2K/2MP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1,49.54,Seller_178,Sweet Grass,MT,United States,168,11,0.9385,0,17.0,95.3
Outdoor Solar Wireless Motion Sensor Alarm 13 Sound Detector 130db Loud Noise,Unknown,,,Motion Sensor Alarm,Sensors & Motion Detectors,Other/Generic,Generic/Unknown,New,5,21.99,,0.0,0.0,0,Budget (<$25),3.135059,,117.0,10.0,0.9213,Medium Demand,2572.83,4.770685,7.85315,3.1623,Unknown,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,66.61,Seller_179,Santa Ana,CA,United States,168,12,0.9333,0,3.0,99.2
ANNKE 8CH 3K Lite H.265+ DVR Recorder For Surveillance Security Camera System,Annke,AU-DW81KD000-V7,,Digital Video Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,49.49,65.99,25.0,16.5,1,Value ($25–$75),3.921775,6.19,16.0,10.0,0.6154,Medium Demand,791.84,2.833213,6.675621,3.1623,3MP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,61.22,Seller_74,,,,0,0,,0,11.0,97.0
"Verint EdgeVR 80 DVR Wired Black, Includes DVR Unit, Cables, Accessories",Verint,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Open Box,4,200.0,,0.0,0.0,0,Premium ($200–$500),5.303305,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,28.59,Seller_103,,,,0,0,,0,17.0,95.3
2 Pack Lot BNC Male Plug to RCA Female Jack Coax Cable Video Adapter Connector,Unbranded/Generic,503444,636391130097,Bnc Connector,Accessories,Other/Generic,Other Brand,New,5,5.99,,0.0,0.0,0,Budget (<$25),1.944481,,31.0,10.0,0.7561,Medium Demand,185.69,3.465736,5.229449,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,2,0,30.24,Seller_180,Springdale,AR,United States,163,45,0.7837,0,810.0,0.0
Wireless Home Window Door Burglar Security Alarm System Magnetic Sensor lot,Unknown,,,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Generic/Unknown,New,5,3.89,4.86,19.96,0.97,1,Budget (<$25),1.587192,,113.0,5.0,0.9576,Medium Demand,439.57,4.736198,6.088069,2.2361,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,74.14,Seller_181,Philadelphia,PA,United States,168,11,0.9385,0,2.0,99.5
Arlo Pro 4 VMC4041P Spotlight Indoor/Outdoor Camera Black (Set of 4),Arlo,VMC4041P,,Box Camera,Security Cameras,Arlo,Premium Consumer,Used,2,89.99,,0.0,0.0,0,Mid-Range ($75–$200),4.51075,,2.0,2.0,0.5,Low Demand,179.98,1.098612,5.198387,1.4142,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,1,0,49.85,Seller_91,Sun Valley,CA,United States,162,19,0.895,0,2.0,99.5
"Tapo 1080P Outdoor Wired Pan/Tilt Security Wi-Fi Camera, 360° View, White C500",Tapo,Tapo C500,840030705861,Other,Security Cameras,Other/Generic,Other Brand,New,5,34.99,,0.0,0.0,0,Value ($25–$75),3.583241,,4.0,2.0,0.6667,Low Demand,139.96,1.609438,4.948476,1.4142,1080P,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,56.52,Seller_182,Rockville,MD,United States,168,11,0.9385,0,2.0,99.5
ANNKE 16CH 1080P Lite DVR CCTV Security Video Recorder for Camera System H.265+,Annke,AU-DT61BS000,,DVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,79.79,132.99,40.0,53.2,1,Mid-Range ($75–$200),4.391853,4.99,33.0,10.0,0.7674,Medium Demand,2633.07,3.526361,7.876285,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,16.0,1,1,72.28,Seller_14,Flanders,NJ,United States,162,60,0.7297,0,5.0,98.6
Panasonic HomeHawk Window Camera -1080p HD Color Night Vision Smart Security Cam,Panasonic,KXHNC500W,885170361201,Camera,Security Cameras,Other/Generic,Other Brand,New,5,149.95,,0.0,0.0,0,Mid-Range ($75–$200),5.016949,,2.0,1.0,0.6667,Low Demand,299.9,1.098612,5.706778,1.0,1080P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,50.82,Seller_183,Burley,Idaho,United States,202,11,0.9484,0,71.0,80.5
Hiseeu 3MP 16CH NVR Outdoor Wifi PTZ Audio IP Security Camera System 24/7 Record,Hiseeu,WK-4HDA03-EG,,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,65.99,82.49,20.0,16.5,1,Value ($25–$75),4.204543,4.12,16.0,10.0,0.6154,Medium Demand,1055.84,2.833213,6.963039,3.1623,3MP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,16.0,1,3,60.38,Seller_39,Annapolis Junction,Maryland,United States,1,43,0.0227,1,3.0,99.2
4/8 Channel H.265 1080P DVR for Home Security Camera System 1TB Hard Drive,Floureon,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,63.99,,0.0,0.0,0,Value ($25–$75),4.174233,8.0,19.0,10.0,0.6552,Medium Demand,1215.81,2.995732,7.103988,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,1,55.97,Seller_184,Los Angeles,California,United States,1,15,0.0625,1,3.0,99.2
AIMHDUTY BNC Coupler Female to Connector 5-Pack and Male Male...,Aimhduty,AC90019018,,Other,Security Cameras,Other/Generic,Other Brand,New,5,8.76,,0.0,0.0,0,Budget (<$25),2.278292,,3.0,1.0,0.75,Low Demand,26.28,1.386294,3.306154,1.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,59.76,Seller_185,Houston,Texas,United States,1,17,0.0556,1,3.0,99.2
ZOSI 8CH 1080p H.265+ Security Camera System 5MP Lite CCTV DVR Outdoor HD IR Kit,Zosi,,,Bullet Or Dome,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,215.19,,0.0,0.0,0,Premium ($200–$500),5.376158,26.9,202.0,6.0,0.9712,High Demand,43468.38,5.313206,10.679812,2.4495,5MP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8.0,1,2,68.7,Seller_35,Walton,Kentucky,United States,1,20,0.0476,1,2.0,99.5
1080P HD Rearview Mirror Car DVR Dual Dash Cam Camera Front Rear Video Recorder,Mm Electronicles,,,Dash Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,23.37,28.85,18.99,5.48,1,Budget (<$25),3.193353,,1521.0,10.0,0.9935,Viral (Top 5%),35545.77,7.327781,10.478605,3.1623,1080P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,74.69,Seller_186,Alameda,California,United States,1,44,0.0222,1,9.0,97.5
ANNKE 4PCS 4K 8MP Security Camera Outdoor Color Night Vision for DVR CCTV System,Annke,AU-KCS1EQ0402,,Cctv Cameras,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,125.79,,0.0,0.0,0,Mid-Range ($75–$200),4.842532,,153.0,10.0,0.9387,Medium Demand,19245.87,5.036953,9.865104,3.1623,4K,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,4,3,66.65,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,11.0,97.0
ANNKE 4x 5MP CCTV Security Camera Outdoor AI Color Night Vision Audio Recording,Annke,AU-KCR1CW0402,,Turret Camera,Security Cameras,Other/Generic,Other Brand,New,5,98.51,115.89,15.0,17.38,1,Mid-Range ($75–$200),4.600258,,207.0,10.0,0.9539,High Demand,20391.57,5.337538,9.922926,3.1623,5MP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,71.85,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,10.0,97.3
ADC ADC-CSVR2000P-1X2TB 16 Channel Pro Series Commercial Stream Video Rec. (NEW),Adc,,,Commercial Stream Recorder,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,250.0,,0.0,0.0,0,Premium ($200–$500),5.525453,15.62,42.0,41.0,0.506,Medium Demand,10500.0,3.7612,9.259226,6.4031,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,1,0,48.77,Seller_187,Henrico,VA,United States,208,11,0.9498,0,18.0,95.1
"2-Pack HomeKit Door Window contact Sensors, Wireless Mini Sensor for iOS",Onvis,,,Window Sensor,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,26.64,,0.0,0.0,0,Value ($25–$75),3.319264,,26.0,3.0,0.8966,Medium Demand,692.64,3.295837,6.541953,1.7321,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,64.45,Seller_188,Garland,TX,United States,162,18,0.9,0,17.0,95.3
Reolink 5MP POE Security Camera System 8CH NVR RLN8-410 2TB HDD Smart Detection,Reolink,,,Bullet Camera,IP/Smart Camera Systems,Reolink,Prosumer,Certified Refurbished,3,669.99,,0.0,0.0,0,High-End ($500–$1.5K),6.508754,83.75,20.0,10.0,0.6667,Medium Demand,13399.8,3.044522,9.50307,3.1623,5MP,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,8.0,1,2,56.25,Seller_3,Houston,Texas,United States,1,28,0.0345,1,5.0,98.6
FLIR Digimerge DNR216P1 Network Video Recorder NVR 4xPoE No HDDs/P/S No Admin PW,Flir,,,NVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,For Parts,1,29.0,,0.0,0.0,0,Value ($25–$75),3.401197,,,,,No Sales Data,0.0,0.0,0.0,0.0,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,26.37,Seller_189,Haverford,PA,United States,168,11,0.9385,0,44.0,87.9
2K Home Wireless Battery Security Camera,Flux,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,29.99,,0.0,0.0,0,Value ($25–$75),3.433665,,4.0,10.0,0.2857,Low Demand,119.96,1.609438,4.79546,3.1623,2K/2MP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,30.0,Seller_190,Hamilton,OH,United States,162,17,0.905,0,139.0,61.9
"Lorex 2K Wi-Fi Video Doorbell (Battery-Operated, 32GB, Open Box)",Lorex,B463AJD,,Other,Security Cameras,Lorex,Prosumer,Open Box,4,99.99,,0.0,0.0,0,Mid-Range ($75–$200),4.615022,,9.0,10.0,0.4737,Low Demand,899.91,2.302585,6.803405,3.1623,2K/2MP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,1,48.8,Seller_127,Columbia,Maryland,United States,1,27,0.0357,1,2.0,99.5
Cinnado 2 Pack 2K Cameras Home Security 2.4G WiFi Outdoor Wireless Solar Battery,Cinnado,B6,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,49.95,,0.0,0.0,0,Value ($25–$75),3.930845,,35.0,10.0,0.7778,Medium Demand,1748.25,3.583519,7.466942,3.1623,2K/2MP,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,2,2,31.11,Seller_191,Palmdale,California,United States,1,11,0.0833,1,,
All-New Blink Outdoor 4 (4th Gen) Wire-Free Smart Security Camera HD 2-Way Audio,Blink,,,Camera,Security Cameras,Blink (Amazon),Premium Consumer,Open Box,4,31.99,,0.0,0.0,0,Value ($25–$75),3.496204,,237.0,10.0,0.9595,High Demand,7581.63,5.472271,8.933615,3.1623,720P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,68.23,Seller_152,Miami,FL,United States,162,54,0.75,0,2.0,99.5
"Genuine Battery for Ring Video Doorbell 2/3/4, Spotlight/Peephole/Stick Up Cam",Unknown,"V4, 5AT3S3, 5F53E9",,Doorbell Camera,Security Cameras,Ring (Amazon),Generic/Unknown,New,5,17.99,,0.0,0.0,0,Budget (<$25),2.943913,,352.0,10.0,0.9724,High Demand,6332.48,5.866468,8.753605,3.1623,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1,0,68.66,Seller_61,Rancho Cucamonga,California,United States,1,14,0.0667,1,3.0,99.2
eufy S220 SoloCam Solar Security Camera 2K Wireless Outdoor Cam 2-Cam |Refurbish,Eufy,AKE8134,194644168278,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,89.99,229.99,60.87,140.0,1,Mid-Range ($75–$200),4.51075,,300.0,174.0,0.6329,High Demand,26997.0,5.70711,10.203518,13.1909,2K/2MP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,1,2,73.43,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
1-8Pack Dummy Camera Fake Security CCTV Dome Camera with Flashing Red LED Light,Unknown,,,Dummy Camera,Dummy Cameras,Other/Generic,Generic/Unknown,New,5,7.88,,0.0,0.0,0,Budget (<$25),2.183802,,1970.0,10.0,0.9949,Viral (Top 5%),15523.6,7.586296,9.650181,3.1623,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,8,0,53.03,Seller_192,Corona,CA,United States,162,19,0.895,0,204.0,44.1
"SimpliSafe Smart Home Security System (7-Piece Kit) – Base Station, Keypad-NEW",Simplisafe,,,Smart Home Security System (7-Piece Kit),IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,74.99,149.99,50.0,75.0,1,Value ($25–$75),4.330602,,6.0,4.0,0.6,Low Demand,449.94,1.94591,6.111334,2.0,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,53.79,Seller_193,Carrollton,TX,United States,168,11,0.9385,0,185.0,49.3
6 PCS WIRELESS Home Window Door Burglar Security ALARM System Magnetic Sensor,The Perfect Part,,698596310384,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,9.98,,0.0,0.0,0,Budget (<$25),2.396075,,1026.0,10.0,0.9903,High Demand,10239.48,6.934397,9.234104,3.1623,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,6,1,69.46,Seller_194,Pompano Beach,Florida,United States,1,107,0.0093,1,2.0,99.5
eufy eufyCam S4 Solar Security Camera Wireless Outdoor 4K UHD with Pan and Tilt,Eufy,AKT8172,194644245757,Camera,Security Cameras,Eufy (Anker),Premium Consumer,New,5,320.0,,0.0,0.0,0,Premium ($200–$500),5.771441,,1.0,2.0,0.3333,Low Demand,320.0,0.693147,5.771441,1.4142,4K,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,13.33,Seller_195,Franklin,KY,United States,162,17,0.905,0,,
2PK Solar Camera 4MP Wireless Security Camera Outdoor Solar Battery Camera,Woolink,N3070BK-XM/001*2PK,768476589350,Camera,Security Cameras,Other/Generic,Value,New,5,69.99,,0.0,0.0,0,Value ($25–$75),4.262539,,87.0,8.0,0.9158,Medium Demand,6089.13,4.477337,8.714425,2.8284,4MP,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,2,2,66.48,Seller_33,Walton,KY,United States,162,59,0.733,0,2.0,99.5
eufy Security Floodlight Camera E30 2K HD Outdoor Cam 360° P&T AI Detect|Refurb,Eufy,AKT8426,194644290191,Camera,Security Cameras,Eufy (Anker),Premium Consumer,Certified Refurbished,3,102.99,149.99,31.34,47.0,1,Mid-Range ($75–$200),4.644295,,328.0,268.0,0.5503,High Demand,33780.72,5.796058,10.427675,16.3707,2K/2MP,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,,1,2,61.26,Seller_4,Ontario,CA,United States,162,24,0.871,0,2.0,99.5
ARCCTV Security Camera System 4MP Solar Battery 5Ghz Wifi Wireless Night Vision,Arcctv,K02W7271US,,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,47.99,,0.0,0.0,0,Value ($25–$75),3.891616,,1.0,10.0,0.0909,Low Demand,47.99,0.693147,3.891616,3.1623,4MP,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,3,26.23,Seller_196,Walton,Kentucky,United States,1,15,0.0625,1,90.0,75.3
SANNCE 8CH 1080P Lite DVR 1080P CCTV Home Security Camera System Night Vision AI,Sannce,SU-DT81BC0-52EE,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,58.49,,0.0,0.0,0,Value ($25–$75),4.085808,7.31,261.0,100.0,0.723,High Demand,15265.89,5.568345,9.633442,10.0,1080P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8.0,1,2,58.77,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,2.0,99.5
ANNKE 5MP Two Way Audio POE Security IP Camera System 8MP 8CH NVR Outdoor Color,Annke,N98PBL-51HJ,,Turret Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,136.49,,0.0,0.0,0,Mid-Range ($75–$200),4.923551,17.06,234.0,100.0,0.7006,High Demand,31938.66,5.459586,10.371604,10.0,8MP,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,8.0,1,2,57.78,Seller_29,Flanders,NJ,United States,161,61,0.7252,0,3.0,99.2
Lorex 4K Spotlight Wi-Fi 6 Security Camera W/ Smart Security Lighting - Open Box,Lorex,W881AAD-E-R,695529053417,Camera,Security Cameras,Lorex,Prosumer,Open Box,4,99.99,,0.0,0.0,0,Mid-Range ($75–$200),4.615022,,38.0,10.0,0.7917,Medium Demand,3799.62,3.663562,8.242919,3.1623,4K,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,1,1,61.52,Seller_127,Columbia,Maryland,United States,1,23,0.0417,1,2.0,99.5
Onvif 16 Ch. HD 4K Video Recorder TDVR2716TTEC-TVI HD4TB Seagate Skyhawk Not Use,Onvif,,,16 Channel,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,159.0,,0.0,0.0,0,Mid-Range ($75–$200),5.075174,9.94,,,,No Sales Data,0.0,0.0,0.0,0.0,4K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0,1,0,0.0,Seller_197,Hailey,ID,United States,168,11,0.9385,0,,
